Codigo,Fecha,Personal,Equipo de Medida,Distancia,Angulo superior,Angulo inferior,Altura 1 (cm),Altura 2 (cm),Altura total (cm),Circunferencia Pecho (cm),DAP,Circunferencia Base (cm),DAB,Estado,Observaciones,Isla,Sitio específico,Latitud,Longitud,Altitud,
489,2/6/2022,Paul Mayorga,Metro,,,,,,800,63,20.053527,92,29.28451562,Bueno,,Floreana ,Anibal Sanmiguel,-1.297948,-90.447199,353.82,
522,2/6/2022,Paul Mayorga,Metro,,,,,,650,46,14.64225781,55,17.50704738,Bueno,,Floreana ,Anibal Sanmiguel,-1.298,-90.447211,355.39,
523,2/6/2022,Paul Mayorga,Metro,,,,,,840,60,19.09859714,83,26.41972605,Bueno,,Floreana ,Anibal Sanmiguel,-1.298008,-90.447196,355.15,
525,2/6/2022,Paul Mayorga,Metro,,,,,,825,47,14.96056776,55,17.50704738,Bueno,,Floreana ,Anibal Sanmiguel,-1.298019,-90.447143,355.76,
11173,21/6/2022,David Cárdenas,Metro,,,,,,310,19,4.282421539,27,8.594368715,Bueno,"2 ramas: 10,9",Santa Cruz,Rancho El Manzanillo,-0.697318,-90.401318,165.74,
11146,21/6/2022,David Cárdenas,Metro,,,,,,399,27.5,7.131846478,38,12.09577819,Bueno,"3 ramas: 21,6.5",Santa Cruz,Rancho El Manzanillo,-0.696541,-90.400988,170.14,
9535,21/6/2022,David Cárdenas,Metro,,,,,,452,62,11.50328066,22,7.002818953,Bueno,"3 ramas: 24,17,21",Santa Cruz,Recinto el Cascajo,-0.665039,-90.275359,309.29,
9839,21/6/2022,David Cárdenas,Metro,,,,,,530,72,13.2624875,46.5,14.80141279,Bueno,"3 ramas: 24,22,26",Santa Cruz,Rancho El Chato,-0.668279,-90.43073,242.14,
9851,21/6/2022,David Cárdenas,Metro,,,,,,396,65,12.02436398,44,14.00563791,Bueno,"3 ramas: 25,21,19",Santa Cruz,Rancho El Chato,-0.668329,-90.430587,244.76,
9836,21/6/2022,David Cárdenas,Metro,,,,,,515,73.5,13.53191447,50,15.91549762,Bueno,"3 ramas: 26,25,22.5",Santa Cruz,Rancho El Chato,-0.668346,-90.430706,242.41,
9595,21/6/2022,David Cárdenas,Metro,,,,,,690,90,16.54599161,54,17.18873743,Bueno,"3 ramas: 30,31,29",Santa Cruz,Recinto el Cascajo,-0.665312,-90.275129,306.14,
9537,21/6/2022,David Cárdenas,Metro,,,,,,570,91,17.15628277,59,18.78028719,Bueno,"3 ramas: 40,27,24",Santa Cruz,Recinto el Cascajo,-0.665086,-90.275397,310.25,
11157,21/6/2022,David Cárdenas,Metro,,,,,,267,15,4.774649286,27.1,8.62619971,Bueno,Podado,Santa Cruz,Rancho El Manzanillo,-0.696389,-90.400856,173.46,
11158,21/6/2022,David Cárdenas,Metro,,,,,,94,9.5,3.023944548,17,5.411269191,Bueno,Podado,Santa Cruz,Rancho El Manzanillo,-0.696422,-90.400908,173.32,
9584,21/6/2022,David Cárdenas,Metro,,,,,,580,46,14.64225781,55,17.50704738,Bueno,,Santa Cruz,Recinto el Cascajo,-0.665254,-90.275226,307.43,
9840,21/6/2022,David Cárdenas,Metro,,,,,,510,33,10.50422843,42,13.369018,Bueno,,Santa Cruz,Rancho El Chato,-0.668257,-90.4307,240.44,
9844,21/6/2022,David Cárdenas,Metro,,,,,,493,36,11.45915829,47,14.96056776,Bueno,,Santa Cruz,Rancho El Chato,-0.668311,-90.430666,242.1,
9847,21/6/2022,David Cárdenas,Metro,,,,,,490,32,10.18591848,42,13.369018,Bueno,,Santa Cruz,Rancho El Chato,-0.66836,-90.430666,241.04,
9871,21/6/2022,David Cárdenas,Metro,,,,,,477,31,9.867608525,40,12.7323981,Bueno,,Santa Cruz,Rancho El Chato,-0.668356,-90.430669,243.32,
9875,21/6/2022,David Cárdenas,Metro,,,,,,504,27,8.594368715,33,10.50422843,Bueno,,Santa Cruz,Rancho El Chato,-0.668337,-90.430748,242.21,
11143,21/6/2022,David Cárdenas,Metro,,,,,,274,10,3.183099524,18,5.729579143,Bueno,,Santa Cruz,Rancho El Manzanillo,-0.696386,-90.401011,167.47,
11159,21/6/2022,David Cárdenas,Metro,,,,,,510,25,7.95774881,33,10.50422843,Bueno,,Santa Cruz,Rancho El Manzanillo,-0.696547,-90.400861,170.57,
11176,21/6/2022,David Cárdenas,Metro,,,,,,225,11,3.501409476,20,6.366199048,Bueno,,Santa Cruz,Rancho El Manzanillo,-0.697384,-90.401375,167.02,
12987,21/6/2022,David Cárdenas,Metro,,,,,,234,8,2.546479619,15,4.774649286,Bueno,,Santa Cruz,Rancho Terramar,-0.638661,-90.428983,411.97,
12991,21/6/2022,David Cárdenas,Metro,,,,,,148,8,2.546479619,10,3.183099524,Bueno,,Santa Cruz,Rancho Terramar,-0.638592,-90.428954,413.31,
12993,21/6/2022,David Cárdenas,Metro,,,,,,275,11,3.501409476,13.5,4.297184357,Bueno,,Santa Cruz,Rancho Terramar,-0.638582,-90.428936,412.32,
12995,21/6/2022,David Cárdenas,Metro,,,,,,196,10,3.183099524,15,4.774649286,Bueno,,Santa Cruz,Rancho Terramar,-0.63856,-90.428918,412.62,
13014,21/6/2022,David Cárdenas,Metro,,,,,,283,15,4.774649286,32,10.18591848,Bueno,,Santa Cruz,Rancho Terramar,-0.638565,-90.428801,411.29,
13027,21/6/2022,David Cárdenas,Metro,,,,,,289,14,4.456339334,29,9.23098862,Bueno,,Santa Cruz,Rancho Terramar,-0.638573,-90.428837,412.65,
13037,21/6/2022,David Cárdenas,Metro,,,,,,209,10,3.183099524,30,9.549298572,Bueno,,Santa Cruz,Rancho Terramar,-0.638608,-90.428897,408.9,
13039,21/6/2022,David Cárdenas,Metro,,,,,,220,12,3.819719429,34,10.82253838,Bueno,,Santa Cruz,Rancho Terramar,-0.638607,-90.42886,412.42,
13041,21/6/2022,David Cárdenas,Metro,,,,,,274,9,2.864789572,26,8.276058763,Bueno,,Santa Cruz,Rancho Terramar,-0.638607,-90.428865,415.78,
13044,21/6/2022,David Cárdenas,Metro,,,,,,191,12.5,3.978874405,23.5,7.480283882,Bueno,,Santa Cruz,Rancho Terramar,-0.638634,-90.428847,414.29,
13049,21/6/2022,David Cárdenas,Metro,,,,,,255,10,3.183099524,27,8.594368715,Bueno,,Santa Cruz,Rancho Terramar,-0.638616,-90.428875,415.83,
13054,21/6/2022,David Cárdenas,Metro,,,,,,240,11,3.501409476,40,12.7323981,Bueno,,Santa Cruz,Rancho Terramar,-0.638645,-90.42889,415.29,
13061,21/6/2022,David Cárdenas,Metro,,,,,,220,10,3.183099524,24,7.639438858,Bueno,,Santa Cruz,Rancho Terramar,-0.638675,-90.428896,416.96,
13082,21/6/2022,David Cárdenas,Metro,,,,,,237,10,3.183099524,27,8.594368715,Bueno,,Santa Cruz,Rancho Terramar,-0.638618,-90.428799,416.76,
13083,21/6/2022,David Cárdenas,Metro,,,,,,218,11,3.501409476,20,6.366199048,Bueno,,Santa Cruz,Rancho Terramar,-0.638663,-90.428823,422.21,
13098,21/6/2022,David Cárdenas,Metro,,,,,,240,7,2.228169667,18.5,5.88873412,Bueno,,Santa Cruz,Rancho Terramar,-0.638653,-90.428845,419.28,
13256,6/7/2022,David Cárdenas,Metro,,,,,,512,44.5,8.222320827,31,9.867608525,Bueno,"3 ramas: 17,14,13.5",Santa Cruz,Finca Darwin Ecogarden ,-0.696647,-90.347323,214.24,
13246,6/7/2022,David Cárdenas,Metro,,,,,,251,16,3.183098862,12.5,3.978874405,Bueno,"3 ramas: 5,5.5,5.5",Santa Cruz,Finca Darwin Ecogarden ,-0.697121,-90.348289,206.41,
13215,6/7/2022,David Cárdenas,Metro,,,,,,462,13,4.138029381,16,5.092959239,Bueno,,Santa Cruz,Finca Darwin Ecogarden ,-0.697139,-90.346824,216.28,
13230,6/7/2022,David Cárdenas,Metro,,,,,,156,4,1.27323981,11,3.501409476,Bueno,,Santa Cruz,Finca Darwin Ecogarden ,-0.697129,-90.348122,213.87,
13233,6/7/2022,David Cárdenas,Metro,,,,,,301,12,3.819719429,17,5.411269191,Bueno,,Santa Cruz,Finca Darwin Ecogarden ,-0.697112,-90.348133,207.15,
13235,6/7/2022,David Cárdenas,Metro,,,,,,185,4.5,1.432394786,11,3.501409476,Bueno,,Santa Cruz,Finca Darwin Ecogarden ,-0.69716,-90.348217,208.03,
13244,6/7/2022,David Cárdenas,Metro,,,,,,211,4.5,1.432394786,11.5,3.660564453,Bueno,,Santa Cruz,Finca Darwin Ecogarden ,-0.697116,-90.348259,205.46,
13247,6/7/2022,David Cárdenas,Metro,,,,,,366,15,4.774649286,23,7.321128905,Bueno,,Santa Cruz,Finca Darwin Ecogarden ,-0.697085,-90.348275,212.17,
13259,6/7/2022,David Cárdenas,Metro,,,,,,295,9,2.864789572,17,5.411269191,Bueno,,Santa Cruz,Finca Darwin Ecogarden ,-0.696542,-90.34725,218.25,
13260,6/7/2022,David Cárdenas,Metro,,,,,,345,18,5.729579143,20,6.366199048,Malo,,Santa Cruz,Finca Darwin Ecogarden ,-0.696595,-90.347318,214.38,
13261,6/7/2022,David Cárdenas,Metro,,,,,,391,16,5.092959239,19,6.047889096,Bueno,,Santa Cruz,Finca Darwin Ecogarden ,-0.696638,-90.347276,210.85,
13269,6/7/2022,David Cárdenas,Metro,,,,,,230,8,2.546479619,12,3.819719429,Bueno,,Santa Cruz,Finca Darwin Ecogarden ,-0.696646,-90.347058,212.11,
13276,6/7/2022,David Cárdenas,Metro,,,,,,178,4,1.27323981,8,2.546479619,Bueno,,Santa Cruz,Finca Darwin Ecogarden ,-0.696642,-90.346998,212.1,
13279,6/7/2022,David Cárdenas,Metro,,,,,,224,5,1.591549762,10,3.183099524,Regular,,Santa Cruz,Finca Darwin Ecogarden ,-0.696681,-90.347005,218.84,
13281,6/7/2022,David Cárdenas,Metro,,,,,,260,7,2.228169667,13.5,4.297184357,Bueno,,Santa Cruz,Finca Darwin Ecogarden ,-0.69663,-90.346951,214.82,
11967,20/8/2022,Paúl Mayorga,metro,,,,,,190,10,3.183091418,6,,Bueno,,San Cristobal,Finca el Trinar,-0.916904,-89.458033,189.5,
12000,20/8/2022,Paúl Mayorga,metro,,,,,,93,12,3.819709702,12,,Bueno,,San Cristobal,Finca las Colinas,-0.88909,-89.478508,590.12,
12001,20/8/2022,Paúl Mayorga,metro,,,,,,92,15,4.774637128,15,,Bueno,,San Cristobal,Finca las Colinas,-0.88909,-89.478508,590.12,
12009,20/8/2022,Paúl Mayorga,metro,,,,,,130,10,3.183091418,10,,Bueno,,San Cristobal,Finca las Colinas,-0.88909,-89.478508,590.12,
12026,20/8/2022,Paúl Mayorga,metro,,,,,,79,8,2.546473135,8,,Bueno,,San Cristobal,Finca las Colinas,-0.88909,-89.478508,590.12,
12037,20/8/2022,Paúl Mayorga,metro,,,,,,113,16,5.092946269,16,,Bueno,,San Cristobal,Finca las Colinas,-0.88909,-89.478508,590.12,
12056,20/8/2022,Paúl Mayorga,metro,,,,,,132,14,4.456327986,14,,Bueno,,San Cristobal,Finca las Colinas,-0.88909,-89.478508,590.12,
160,6/1/2023,Danyer Zambrano,metro,5,,,,,563,47,14.96056465,78,,Bueno,,Floreana,Anibal Sanmiguel,,,,
258,6/1/2023,Danyer Zambrano,metro,5,,,,,586,59,18.78028328,39,,Bueno,,Floreana,Anibal Sanmiguel,,,,
259,6/1/2023,Danyer Zambrano,metro,5,,,,,601,36,11.4591559,37,,Bueno,,Floreana,Anibal Sanmiguel,,,,
263,6/1/2023,Danyer Zambrano,metro,5,,,,,526,24,7.639437268,30,,Bueno,,Floreana,Anibal Sanmiguel,,,,
265,6/1/2023,Danyer Zambrano,metro,,,,,,,0,0,0,,muerto,,Floreana,Anibal Sanmiguel,,,,
266,6/1/2023,Danyer Zambrano,metro,,,,,,,0,0,0,,muerto,,Floreana,Anibal Sanmiguel,,,,
270,6/1/2023,Danyer Zambrano,metro,,,,,,,0,0,0,,muerto,,Floreana,Anibal Sanmiguel,,,,
273,6/1/2023,Danyer Zambrano,metro,5,,,,,602,33,10.50422624,28,,Bueno,,Floreana,Anibal Sanmiguel,,,,
275,6/1/2023,Danyer Zambrano,metro,3,,,,,563,66,21.00845249,70,,Bueno,,Floreana,Anibal Sanmiguel,,,,
296,6/1/2023,Danyer Zambrano,metro,5,,,,,627,46,14.64225476,103,,Bueno,,Floreana,Anibal Sanmiguel,,,,
310,6/1/2023,Danyer Zambrano,metro,5,,,,,718,50,15.91549431,50,,Bueno,,Floreana,Anibal Sanmiguel,,,,
312,6/1/2023,Danyer Zambrano,metro,5,,,,,824,30,9.549296586,34,,Bueno,,Floreana,Anibal Sanmiguel,,,,
315,6/1/2023,Danyer Zambrano,metro,4,,,,,731,73,23.23662169,76,,Bueno,,Floreana,Anibal Sanmiguel,,,,
318,6/1/2023,Danyer Zambrano,metro,5,,,,,765,26,8.276057041,36,,Bueno,,Floreana,Anibal Sanmiguel,,,,
337,6/1/2023,Danyer Zambrano,metro,5,,,,,642,17,5.411268065,26,,Bueno,,Floreana,Anibal Sanmiguel,,,,
339,6/1/2023,Danyer Zambrano,metro,5,,,,,508,21,6.68450761,32,,Bueno,,Floreana,Anibal Sanmiguel,,,,
388,6/1/2023,Danyer Zambrano,metro,5,,,,,679,51,16.2338042,77,,Bueno,,Floreana,Anibal Sanmiguel,,,,
415,6/1/2023,Danyer Zambrano,metro,5,,,,,675,40,12.73239545,60,,Bueno,,Floreana,Anibal Sanmiguel,,,,
416,6/1/2023,Danyer Zambrano,metro,5,,,,,684,68,21.64507226,77,,Bueno,,Floreana,Anibal Sanmiguel,,,,
418,6/1/2023,Danyer Zambrano,metro,5,,,,,601,41,13.05070533,52,,Bueno,,Floreana,Anibal Sanmiguel,,,,
420,6/1/2023,Danyer Zambrano,metro,5,,,,,716,32,10.18591636,44,,Bueno,,Floreana,Anibal Sanmiguel,,,,
423,6/1/2023,Danyer Zambrano,metro,5,501,,,,743,54,17.18873385,102,,Bueno,,Floreana,Anibal Sanmiguel,,,,
463,6/1/2023,Danyer Zambrano,metro,5,,,,,527,40,12.73239545,53,,Bueno,,Floreana,Anibal Sanmiguel,,,,
464,6/1/2023,Danyer Zambrano,metro,5,,,,,504,47,14.96056465,28,,Bueno,,Floreana,Anibal Sanmiguel,,,,
465,6/1/2023,Danyer Zambrano,metro,5,,,,,592,113,35.96901714,70,,Bueno,,Floreana,Anibal Sanmiguel,,,,
467,6/1/2023,Danyer Zambrano,metro,5,,,,,523,28,8.912676813,32,,Bueno,,Floreana,Anibal Sanmiguel,,,,
468,6/1/2023,Danyer Zambrano,metro,5,,,,,567,43,13.68732511,47,,Bueno,,Floreana,Anibal Sanmiguel,,,,
473,6/1/2023,Danyer Zambrano,metro,5,,,,,622,47,14.96056465,84,,Bueno,,Floreana,Anibal Sanmiguel,,,,
477,6/1/2023,Danyer Zambrano,metro,5,,,,,915,52,16.55211408,61,,Bueno,,Floreana,Anibal Sanmiguel,,,,
487,6/1/2023,Danyer Zambrano,metro,5,,,,,773,32,10.18591636,79,,Bueno,,Floreana,Anibal Sanmiguel,,,,
489,6/1/2023,Danyer Zambrano,metro,5,,,,,664,38,12.09577567,48,,Bueno,,Floreana,Anibal Sanmiguel,,,,
522,6/1/2023,Danyer Zambrano,metro,5,,,,,584,52,16.55211408,57,,Bueno,,Floreana,Anibal Sanmiguel,,,,
523,6/1/2023,Danyer Zambrano,metro,5,,,,,821,60,19.09859317,87,,Bueno,,Floreana,Anibal Sanmiguel,,,,
525,6/1/2023,Danyer Zambrano,metro,5,,,,,676,46,14.64225476,63,,Bueno,,Floreana,Anibal Sanmiguel,,,,
528,6/1/2023,Danyer Zambrano,metro,5,,,,,793,39,12.41408556,117,,Bueno,,Floreana,Anibal Sanmiguel,,,,
530,6/1/2023,Danyer Zambrano,metro,,,,,,,0,0,0,,muerto,,Floreana,Anibal Sanmiguel,,,,
9836,1/2/2023,Paúl Mayorga,metro,,,,,,526,22,7.00280112,55,,Bueno,,Santa Cruz,El Chato,-0.668346,-90.430706,242.41,
9839,1/2/2023,Paúl Mayorga,metro,,,,,,523,28,8.912655971,54,,Bueno,,Santa Cruz,El Chato,-0.668279,-90.43073,242.14,
9840,1/2/2023,Paúl Mayorga,metro,,,,,,536,36,11.45912911,46,,Bueno,,Santa Cruz,El Chato,-0.668257,-90.4307,240.44,
9844,1/2/2023,Paúl Mayorga,metro,,,,,,523,37,11.77743825,45,,Bueno,,Santa Cruz,El Chato,-0.668311,-90.430666,242.1,
9847,1/2/2023,Paúl Mayorga,metro,,,,,,521,35,11.14081996,47,,Bueno,,Santa Cruz,El Chato,-0.66836,-90.430666,241.04,
9851,1/2/2023,Paúl Mayorga,metro,,,,,,425,30,9.549274255,51,,Bueno,,Santa Cruz,El Chato,-0.668329,-90.430587,244.76,
9871,1/2/2023,Paúl Mayorga,metro,,,,,,493,38,12.09574739,50,,Bueno,,Santa Cruz,El Chato,-0.668356,-90.430669,243.32,
9875,1/2/2023,Paúl Mayorga,metro,,,,,,522,33,10.50420168,34,,Bueno,,Santa Cruz,El Chato,-0.668337,-90.430748,242.21,
11146,2/2/2023,Paúl Mayorga,metro,,,,,,418,37,8.4756545,8,,Bueno,3 ramas: 15.22,Santa Cruz,Rancho el Manzanillo,-0.696541,-90.400988,170.14,
11143,2/2/2023,Paúl Mayorga,metro,,,,,,283,39,12.41405653,31,,Bueno,,Santa Cruz,Rancho el Manzanillo,-0.696386,-90.401011,167.47,
11157,2/2/2023,Paúl Mayorga,metro,,,,,,296,18,5.729564553,25,,Bueno,,Santa Cruz,Rancho el Manzanillo,-0.696389,-90.400856,173.46,
11158,2/2/2023,Paúl Mayorga,metro,,,,,,170,10,3.183091418,22,,Bueno,,Santa Cruz,Rancho el Manzanillo,-0.696422,-90.400908,173.32,
11159,2/2/2023,Paúl Mayorga,metro,,,,,,510,27,8.59434683,33,,Bueno,,Santa Cruz,Rancho el Manzanillo,-0.696547,-90.400861,170.57,
11173,2/2/2023,Paúl Mayorga,metro,,,,,,330,14,4.456327986,24,,Bueno,,Santa Cruz,Rancho el Manzanillo,-0.697318,-90.401318,165.74,
11176,2/2/2023,Paúl Mayorga,metro,,,,,,260,17,5.411255411,27,,Bueno,,Santa Cruz,Rancho el Manzanillo,-0.697384,-90.401375,167.02,
14358,3/2/2023,Paúl Mayorga,metro,,,,,,485,38,7.07479079,35,,Bueno,3 ramas: 13.10.15,Santa Cruz,Finca Mario Piu,-0.703206,-90.354732,175.86,
14350,3/2/2023,Paúl Mayorga,metro,,,,,,568,47,8.688169071,29,,Bueno,3 ramas:14.18.15,Santa Cruz,Finca Mario Piu,-0.703548,-90.354696,176.82,
14363,3/2/2023,Paúl Mayorga,metro,,,,,,422,48.5,7.792093384,32,,Bueno,4 ramas:14.13.5.10.11,Santa Cruz,Finca Mario Piu,-0.70304,-90.354754,177.56,
14297,3/2/2023,Paúl Mayorga,metro,,,,,,394,16,5.092946269,41,,Bueno,,Santa Cruz,Finca Mario Piu,-0.702971,-90.356027,177.1,
14299,3/2/2023,Paúl Mayorga,metro,,,,,,555,15,4.774637128,38,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703212,-90.355892,169.85,
14300,3/2/2023,Paúl Mayorga,metro,,,,,,454,26,8.276037688,43,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703289,-90.355922,168.38,
14301,3/2/2023,Paúl Mayorga,metro,,,,,,393,23,7.321110262,30,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703361,-90.355934,164.14,
14302,3/2/2023,Paúl Mayorga,metro,,,,,,356,22,7.00280112,30,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703591,-90.356094,168.88,
14304,3/2/2023,Paúl Mayorga,metro,,,,,,575,23,7.321110262,32,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703528,-90.35582,165.45,
14305,3/2/2023,Paúl Mayorga,metro,,,,,,560,25,7.957728546,37,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703474,-90.355761,169.56,
14307,3/2/2023,Paúl Mayorga,metro,,,,,,657,27,8.59434683,41,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703474,-90.355764,169.54,
14308,3/2/2023,Paúl Mayorga,metro,,,,,,661,24,7.639419404,34,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703338,-90.355665,174.85,
14310,3/2/2023,Paúl Mayorga,metro,,,,,,465,18,5.729564553,25,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703244,-90.355645,172.98,
14311,3/2/2023,Paúl Mayorga,metro,,,,,,608,32,10.18589254,39,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703178,-90.355656,173.57,
14313,3/2/2023,Paúl Mayorga,metro,,,,,,385,18,5.729564553,19,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703106,-90.355681,177.65,
14314,3/2/2023,Paúl Mayorga,metro,,,,,,495,24,7.639419404,26,,Bueno,,Santa Cruz,Finca Mario Piu,-0.70313,-90.355803,176.63,
14315,3/2/2023,Paúl Mayorga,metro,,,,,,385,18,5.729564553,24,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703113,-90.355536,174.61,
14316,3/2/2023,Paúl Mayorga,metro,,,,,,85,10,3.183091418,18,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703258,-90.355538,174.37,
14317,3/2/2023,Paúl Mayorga,metro,,,,,,458,28,8.912655971,46,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703309,-90.355587,173.86,
14318,3/2/2023,Paúl Mayorga,metro,,,,,,383,16,5.092946269,27,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703609,-90.355619,172.32,
14319,3/2/2023,Paúl Mayorga,metro,,,,,,563,21,6.684491979,36,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703594,-90.355383,171.86,
14320,3/2/2023,Paúl Mayorga,metro,,,,,,576,29,9.230965113,34,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703522,-90.355238,175.72,
14321,3/2/2023,Paúl Mayorga,metro,,,,,,500,20.5,6.525337408,25,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703522,-90.355238,175.72,
14322,3/2/2023,Paúl Mayorga,metro,,,,,,500,26,8.276037688,34,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703431,-90.355233,170.87,
14323,3/2/2023,Paúl Mayorga,metro,,,,,,669,28,8.912655971,35,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703449,-90.355249,171.04,
14324,3/2/2023,Paúl Mayorga,metro,,,,,,452,28,8.912655971,33,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703365,-90.355291,170.74,
14325,3/2/2023,Paúl Mayorga,metro,,,,,,455,30,9.549274255,41,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703219,-90.355385,171.47,
14326,3/2/2023,Paúl Mayorga,metro,,,,,,495,23.5,7.480264833,29.5,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703214,-90.355452,174.87,
14327,3/2/2023,Paúl Mayorga,metro,,,,,,450,23.5,7.480264833,30,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703218,-90.355463,174.98,
14328,3/2/2023,Paúl Mayorga,metro,,,,,,471,26,8.276037688,33,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703158,-90.355377,174.45,
14329,3/2/2023,Paúl Mayorga,metro,,,,,,473,23,7.321110262,31.5,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703156,-90.355374,174.47,
14330,3/2/2023,Paúl Mayorga,metro,,,,,,243,12,3.819709702,15,,Bueno,,Santa Cruz,Finca Mario Piu,-0.70312,-90.355444,177.04,
14331,3/2/2023,Paúl Mayorga,metro,,,,,,488,25,7.957728546,30,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703119,-90.355446,176.83,
14332,3/2/2023,Paúl Mayorga,metro,,,,,,525,31,9.867583397,38,,Bueno,,Santa Cruz,Finca Mario Piu,-0.7032,-90.355219,174.96,
14333,3/2/2023,Paúl Mayorga,metro,,,,,,549,32,10.18589254,39,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703197,-90.355133,178.67,
14334,3/2/2023,Paúl Mayorga,metro,,,,,,552,31,9.867583397,34,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703421,-90.355128,174.97,
14335,3/2/2023,Paúl Mayorga,metro,,,,,,568,32,10.18589254,43,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703528,-90.355137,175.76,
14336,3/2/2023,Paúl Mayorga,metro,,,,,,414,17.5,5.570409982,25,,Bueno,,Santa Cruz,Finca Mario Piu,-0.703555,-90.355095,176.71,
